Original Title,Cited Articles
Directional methods for structural reliability analysis,Application of directional importance sampling for estimation of first excursion probabilities of linear structural systems subject to stochastic Gaussian loading
Directional methods for structural reliability analysis,Reliability and reliability-based importance analysis of structural systems using multiple response Gaussian process model
Directional methods for structural reliability analysis,A generalized subset simulation approach for estimating small failure probabilities of multiple stochastic responses
A mathematical perspective on transformers,A survey on lora of large language models
A mathematical perspective on transformers,Transformers are universal in-context learners
A mathematical perspective on transformers,Provably learning a multi-head attention layer
A mathematical perspective on transformers,Measure-to-measure interpolation using Transformers
A mathematical perspective on transformers,A phase transition between positional and semantic learning in a solvable model of dot-product attention
A mathematical perspective on transformers,Learning diffusion at lightspeed
A mathematical perspective on transformers,Benign landscapes of low-dimensional relaxations for orthogonal synchronization on general graphs
A mathematical perspective on transformers,Emergence of meta-stable clustering in mean-field transformer models
A mathematical perspective on transformers,Dynamic metastability in the self-attention model
A mathematical perspective on transformers,Clustering in causal attention masking
A mathematical perspective on transformers,Generic controllability of equivariant systems and applications to particle systems and neural networks
A mathematical perspective on transformers,Clustering in pure-attention hardmax transformers and its role in sentiment analysis
A mathematical perspective on transformers,Towards understanding how attention mechanism works in deep learning
A mathematical perspective on transformers,Analysis of mean-field models arising from self-attention dynamics in transformer architectures with layer normalization
A mathematical perspective on transformers,Bilinear Sequence Regression: A Model for Learning from Long Sequences of High-dimensional Tokens
A mathematical perspective on transformers,Mixing artificial and natural intelligence: from statistical mechanics to ai and back to turbulence
A mathematical perspective on transformers,Transformer-based Causal Language Models Perform Clustering
A mathematical perspective on transformers,SINDER: Repairing the Singular Defects of DINOv2
A mathematical perspective on transformers,Identification of Mean-Field Dynamics using Transformers
A mathematical perspective on transformers,Fundamental limits of learning in sequence multi-index models and deep attention networks: High-dimensional asymptotics and sharp thresholds
Tight informationally complete quantum measurements,The randomized measurement toolbox
Tight informationally complete quantum measurements,The SIC question: History and state of play
Tight informationally complete quantum measurements,Gate set tomography
Tight informationally complete quantum measurements,Geometry of quantum states: an introduction to quantum entanglement
Tight informationally complete quantum measurements,Algebraic combinatorics
Tight informationally complete quantum measurements,Models of quantum complexity growth
Tight informationally complete quantum measurements,Experimental single-setting quantum state tomography
Tight informationally complete quantum measurements,The Clifford group forms a unitary 3-design
Tight informationally complete quantum measurements,Problem-dependent power of quantum neural networks on multiclass classification
Tight informationally complete quantum measurements,Quantum-bayesian coherence
Tight informationally complete quantum measurements,"QBism, the perimeter of quantum Bayesianism"
Tight informationally complete quantum measurements,Symmetric informationally complete positive-operator-valued measures: A new computer study
Tight informationally complete quantum measurements,Evenly distributed unitaries: On the structure of unitary designs
Tight informationally complete quantum measurements,Multiqubit Clifford groups are unitary 3-designs
Tight informationally complete quantum measurements,Low rank matrix recovery from rank one measurements
Tight informationally complete quantum measurements,Experimental realization of quantum tomography of photonic qudits via symmetric informationally complete positive operator-valued measures
Tight informationally complete quantum measurements,Painless reconstruction from magnitudes of frame coefficients
Tight informationally complete quantum measurements,Fast state tomography with optimal error bounds
Tight informationally complete quantum measurements,Shadow tomography from emergent state designs in analog quantum simulators
Tight informationally complete quantum measurements,"Information scrambling over bipartitions: Equilibration, entropy production, and typicality"
Tight informationally complete quantum measurements,Quasi-probability representations of quantum theory with applications to quantum information science
Tight informationally complete quantum measurements,QBism: Quantum theory as a hero's handbook
Tight informationally complete quantum measurements,Adaptive quantum state tomography improves accuracy quadratically
Tight informationally complete quantum measurements,Continuous-variable quantum state designs: theory and applications
Tight informationally complete quantum measurements,Choice of measurement sets in qubit tomography
Tight informationally complete quantum measurements,"High-fidelity, multiqubit generalized measurements with dynamic circuits"
Tight informationally complete quantum measurements,Efficient verification of bipartite pure states
Tight informationally complete quantum measurements,A partial derandomization of phaselift using spherical designs
Tight informationally complete quantum measurements,Experimental property reconstruction in a photonic quantum extreme learning machine
Tight informationally complete quantum measurements,Constructing exact symmetric informationally complete measurements from numerical solutions
Tight informationally complete quantum measurements,Postselection-free learning of measurement-induced quantum dynamics
Tight informationally complete quantum measurements,Quantum tomography protocols with positivity are compressed sensing protocols
Tight informationally complete quantum measurements,Construction of all general symmetric informationally complete measurements
Tight informationally complete quantum measurements,SICs and algebraic number theory
Tight informationally complete quantum measurements,Quantum coherence as a signature of chaos
Tight informationally complete quantum measurements,Optimizing quantum process tomography with unitary 2-designs
Tight informationally complete quantum measurements,Stable low-rank matrix recovery via null space properties
Tight informationally complete quantum measurements,Recovering quantum gates from few average gate fidelities
Tight informationally complete quantum measurements,All classes of informationally complete symmetric measurements in finite dimensions
Tight informationally complete quantum measurements,Experimental demonstration of inequivalent mutually unbiased bases
Tight informationally complete quantum measurements,SIC POVMs and Clifford groups in prime dimensions
Tight informationally complete quantum measurements,A Constructive Approach to Zauner's Conjecture via the Stark Conjectures
Tight informationally complete quantum measurements,Quantum state tomography of a single qubit: comparison of methods
Tight informationally complete quantum measurements,Sample-optimal classical shadows for pure states
Tight informationally complete quantum measurements,Fibonacci-Lucas SIC-POVMs
Tight informationally complete quantum measurements,SIC-POVMs and the Stark conjectures
Tight informationally complete quantum measurements,Universal steering criteria
Tight informationally complete quantum measurements,Optimal verification and fidelity estimation of maximally entangled states
Tight informationally complete quantum measurements,Experimental characterization of qutrits using symmetric informationally complete positive operator-valued measurements
Tight informationally complete quantum measurements,Shadow tomography on general measurement frames
Self-dual codes and invariant theory,Scalable designs for quasiparticle-poisoning-protected topological quantum computation with Majorana zero modes
Self-dual codes and invariant theory,Robust encoding of a qubit in a molecule
Self-dual codes and invariant theory,Algebraic combinatorics
Self-dual codes and invariant theory,Handbook of linear algebra
Self-dual codes and invariant theory,Magic-state distillation in all prime dimensions using quantum reed-muller codes
Self-dual codes and invariant theory,Absolutely maximally entangled states of seven qubits do not exist
Self-dual codes and invariant theory,Narain CFTs from quantum codes and their gauging
Self-dual codes and invariant theory,Concise encyclopedia of coding theory
Self-dual codes and invariant theory,"Quantum stabilizer codes, lattices, and CFTs"
Self-dual codes and invariant theory,A survey on spherical designs and algebraic combinatorics on spheres
Self-dual codes and invariant theory,Robustness of magic and symmetries of the stabiliser polytope
Self-dual codes and invariant theory,Comments on the holographic description of Narain theories
Self-dual codes and invariant theory,"Schur–Weyl duality for the Clifford group with applications: Property testing, a robust Hudson theorem, and de Finetti representations"
Self-dual codes and invariant theory,Elliptic genera from classical error-correcting codes
Self-dual codes and invariant theory,"Bounds on absolutely maximally entangled states from shadow inequalities, and the quantum MacWilliams identity"
Self-dual codes and invariant theory,Magic state distillation with low space overhead and optimal asymptotic input count
Self-dual codes and invariant theory,"On the rationality and the code structure of a Narain CFT, and the simple current orbifold"
Self-dual codes and invariant theory,Fermionic CFTs from classical codes over finite fields
Self-dual codes and invariant theory,Narain CFTs and quantum codes at higher genus
Self-dual codes and invariant theory,Optimal Narain CFTs from codes
Self-dual codes and invariant theory,Solutions of modular bootstrap constraints from quantum codes
Self-dual codes and invariant theory,Classical simulation complexity of extended Clifford circuits
Self-dual codes and invariant theory,Non-rational Narain CFTs from codes over F4
Self-dual codes and invariant theory,Self-dual codes over commutative Frobenius rings
Self-dual codes and invariant theory,Real randomized benchmarking
Self-dual codes and invariant theory,Quantum codes of maximal distance and highly entangled subspaces
Self-dual codes and invariant theory,Uniqueness of noncontextual models for stabilizer subtheories
Self-dual codes and invariant theory,Qudit versions of the qubit gate
Self-dual codes and invariant theory,On Optimality of CSS Codes for Transversal T
Self-dual codes and invariant theory,Qubit stabilizer states are complex projective 3-designs
Self-dual codes and invariant theory,The hull of two classical propagation rules and their applications
Self-dual codes and invariant theory,The Clifford group fails gracefully to be a unitary 4-design
Self-dual codes and invariant theory,Duality of codes over non-unital rings of order four
Self-dual codes and invariant theory,Random ensembles of symplectic and unitary states are indistinguishable
Self-dual codes and invariant theory,On self-dual MDS codes
Self-dual codes and invariant theory,Self-dual cyclic codes with square-root-like lower bounds on their minimum distances
Self-dual codes and invariant theory,Complexity classification of conjugated Clifford circuits
Self-dual codes and invariant theory,Real classical shadows
Self-dual codes and invariant theory,Codes over an infinite family of rings with a Gray map
Self-dual codes and invariant theory,Construction of binary quantum error-correcting codes from orthogonal array
Self-dual codes and invariant theory,Optimizing T gates in Clifford+T circuit as rotations around Paulis
Self-dual codes and invariant theory,MDS codes over finite principal ideal rings
Self-dual codes and invariant theory,Narain CFTs from qudit stabilizer codes
Self-dual codes and invariant theory,Structure of CSS and CSS-T quantum codes
Self-dual codes and invariant theory,Additive asymmetric quantum codes
Self-dual codes and invariant theory,A fault-tolerant variational quantum algorithm with limited T-depth
Self-dual codes and invariant theory,Self-Dual Codes over R_k and Binary Self-Dual Codes
Self-dual codes and invariant theory,CSS-like constructions of asymmetric quantum codes
Self-dual codes and invariant theory,A new construction of linear codes with one-dimensional hull
Self-dual codes and invariant theory,-uniform quantum information masking
Codes from difference sets,Linear codes from some 2-designs
Codes from difference sets,Sequence sets in wireless communication systems: A survey
Codes from difference sets,LCD cyclic codes over finite fields
Codes from difference sets,Designs from linear codes
Codes from difference sets,Linear codes with two or three weights from weakly regular bent functions
Codes from difference sets,A construction of binary linear codes from Boolean functions
Codes from difference sets,Concise encyclopedia of coding theory
Codes from difference sets,The minimum locality of linear codes
Codes from difference sets,Two families of LCD BCH codes
Codes from difference sets,Infinite Families of Near MDS Codes Holding t -Designs
Codes from difference sets,Almost perfect and planar functions
Codes from difference sets,An infinite family of linear codes supporting 4-designs
Codes from difference sets,The dimension and minimum distance of two classes of primitive BCH codes
Codes from difference sets,Complete weight enumerators of a family of three-weight linear codes
Codes from difference sets,BCH cyclic codes
Codes from difference sets,The extended codes of a family of reversible MDS cyclic codes
Codes from difference sets,Parameters of several classes of BCH codes
Codes from difference sets,The q -Ary Antiprimitive BCH Codes
Codes from difference sets,Codes in the space of multisets—Coding for permutation channels with impairments
Codes from difference sets,The dual codes of several classes of BCH codes
Codes from difference sets,The extended codes of some linear codes
Codes from difference sets,An infinite family of binary cyclic codes with best parameters
Codes from difference sets,A construction of several classes of two-weight and three-weight linear codes
Codes from difference sets,"Codes, Differentially -Uniform Functions, and -Designs"
Codes from difference sets,New infinite families of near MDS codes holding t-designs
Codes from difference sets,Narrow-Sense BCH Codes Over With Length
Codes from difference sets,Two families of optimal linear codes and their subfield codes
Codes from difference sets,The minimum distance of some narrow-sense primitive BCH codes
Codes from difference sets,Some binary BCH codes with length n= 2m+ 1
Codes from difference sets,Complete weight enumerators of some linear codes and their applications
Codes from difference sets,Infinite families of 2-designs and 3-designs from linear codes
Codes from difference sets,Two classes of narrow-sense BCH codes and their duals
Codes from difference sets,New constructions of optimal linear codes from simplicial complexes
Codes from difference sets,"Bent partitions, vectorial dual-bent functions and partial difference sets"
Codes from difference sets,Projective linear codes from some almost difference sets
Codes from difference sets,Infinite families of 3-designs from a type of five-weight code
Codes from difference sets,Topics in Galois fields
Codes from difference sets,Several families of ternary negacyclic codes and their duals
Codes from difference sets,Cubic bent functions outside the completed Maiorana-McFarland class
Codes from difference sets,Perfect codes and related structures
Codes from difference sets,A subfield-based construction of optimal linear codes over finite fields
Codes from difference sets,Five infinite families of binary cyclic codes and their related codes with good parameters
Codes from difference sets,Four infinite families of ternary cyclic codes with a square-root-like lower bound
Codes from difference sets,Optimal codebooks from binary codes meeting the Levenshtein bound
Codes from difference sets,Steiner systems and 2-designs from ternary linear codes of length
Codes from difference sets,Optimal Few-SSW Linear Codes and Their Subcode Support Weight Distributions
Codes from difference sets,Some two-weight and three-weight linear codes
Codes from difference sets,BCH codes with minimum distance proportional to code length
Codes from difference sets,Complete weight enumerators of a class of linear codes
Codes from difference sets,The subfield codes and subfield subcodes of a family of MDS codes
Association schemes and coding theory,Handbook of finite fields
Association schemes and coding theory,Orthogonal arrays: theory and applications
Association schemes and coding theory,Commutative association schemes
Association schemes and coding theory,Distance-regular graphs
Association schemes and coding theory,Развитие методологии и инструментов мониторинга экономической безопасности регионов России
Association schemes and coding theory,Concise encyclopedia of coding theory
Association schemes and coding theory,-linear codes: Generator matrices and duality
Association schemes and coding theory,Harmonic analysis on finite groups
Association schemes and coding theory,A survey on spherical designs and algebraic combinatorics on spheres
Association schemes and coding theory,Rank-metric codes and their duality theory
Association schemes and coding theory,Some results on -additive cyclic codes
Association schemes and coding theory,New quantum codes from constacyclic and additive constacyclic codes
Association schemes and coding theory,Smoothing codes and lattices: Systematic study and new bounds
Association schemes and coding theory,On ℤ p r ℤ p s -additive codes
Association schemes and coding theory,-additive cyclic codes are asymptotically good
Association schemes and coding theory,The Structure of Z (2) Z (2) s-Additive Codes: Bounds on the Minimum Distance
Association schemes and coding theory,The art of signaling: Fifty years of coding theory
Association schemes and coding theory,Теория кодирования
Association schemes and coding theory,"Chapter 3: Polynomial optimization, sums of squares, and applications"
Association schemes and coding theory,An analogue of Vosper's theorem for extension fields
Association schemes and coding theory,Association schemes arising from bent functions
Association schemes and coding theory,Perfect codes and related structures
Association schemes and coding theory,-linear codes: rank and kernel
Association schemes and coding theory,A complete linear programming hierarchy for linear codes
Association schemes and coding theory,Инструментарий анализа экономической безопасности регионов России
Association schemes and coding theory,-additive cyclic codes are asymptotically good
Association schemes and coding theory,m-Distance-regular graphs and their relation to multivariate P-polynomial association schemes
Association schemes and coding theory,Geometry of the Welch bounds
Association schemes and coding theory,Packing and covering properties of rank metric codes
Association schemes and coding theory,On the Terwilliger algebra of the group association scheme of Cn⋊ C2
Association schemes and coding theory,Maximum distance separable codes over and
Association schemes and coding theory,Self-dual codes over the Kleinian four group
Association schemes and coding theory,Anticodes in the sum-rank metric
Association schemes and coding theory,Classification of the -Linear Hadamard Codes and Their Automorphism Groups
Association schemes and coding theory,Further results on the relation between nonlinearity and resiliency for Boolean functions
Association schemes and coding theory,On binary 1-perfect additive codes: some structural properties
Association schemes and coding theory,Hermitian rank distance codes
Association schemes and coding theory,Z2Z4-linear Codes
Association schemes and coding theory,Symmetric bilinear forms over finite fields with applications to coding theory
Association schemes and coding theory,On cosets weight distribution of doubly-extended Reed-Solomon codes of codimension 4
Association schemes and coding theory,Fourier-reflexive partitions and MacWilliams identities for additive codes
Association schemes and coding theory,Further Study of 2-to-1 Mappings Over F 2 n
Association schemes and coding theory,Nonexistence of a few binary orthogonal arrays
Association schemes and coding theory,On a class of skew constacyclic codes over mixed alphabets and applications in constructing optimal and quantum codes
Association schemes and coding theory,Z 4 Z 4 -additive cyclic and constacyclic codes
Association schemes and coding theory,Constructions and bounds for subspace codes
Association schemes and coding theory,Eigenvalue bounds and alternating rank-metric codes
Association schemes and coding theory,Computing spectral bounds of the Heisenberg ferromagnet from geometric considerations
Association schemes and coding theory,On -additive constacyclic codes
Association schemes and coding theory,Permutation codes
Grundzüge einer nichtkommutativen Designtheorie,The SIC question: History and state of play
Grundzüge einer nichtkommutativen Designtheorie,Entropic uncertainty relations—a survey
Grundzüge einer nichtkommutativen Designtheorie,Theory of quantum system certification
Grundzüge einer nichtkommutativen Designtheorie,Spectra of graphs
Grundzüge einer nichtkommutativen Designtheorie,An introduction to finite tight frames
Grundzüge einer nichtkommutativen Designtheorie,Discrete phase space based on finite fields
Grundzüge einer nichtkommutativen Designtheorie,The numerics of phase retrieval
Grundzüge einer nichtkommutativen Designtheorie,Symmetric informationally complete positive-operator-valued measures: A new computer study
Grundzüge einer nichtkommutativen Designtheorie,Low rank matrix recovery from rank one measurements
Grundzüge einer nichtkommutativen Designtheorie,Introduction to matrix analysis and applications
Grundzüge einer nichtkommutativen Designtheorie,"Absolutely maximally entangled states, combinatorial designs, and multiunitary matrices"
Grundzüge einer nichtkommutativen Designtheorie,Tight informationally complete quantum measurements
Grundzüge einer nichtkommutativen Designtheorie,Constructions of mutually unbiased bases
Grundzüge einer nichtkommutativen Designtheorie,A concise guide to complex Hadamard matrices
Grundzüge einer nichtkommutativen Designtheorie,Thirty-six entangled officers of Euler: Quantum solution to a classically impossible problem
Grundzüge einer nichtkommutativen Designtheorie,Full spark frames
Grundzüge einer nichtkommutativen Designtheorie,Mutually unbiased bases and symmetric informationally complete measurements in Bell experiments
Grundzüge einer nichtkommutativen Designtheorie,Mutually unbiased bases are complex projective 2-designs
Grundzüge einer nichtkommutativen Designtheorie,Equioverlapping measurements as extensions of symmetric informationally complete positive operator valued measures
Grundzüge einer nichtkommutativen Designtheorie,A partial derandomization of phaselift using spherical designs
Grundzüge einer nichtkommutativen Designtheorie,New construction of mutually unbiased bases in square dimensions
Grundzüge einer nichtkommutativen Designtheorie,Constructing exact symmetric informationally complete measurements from numerical solutions
Grundzüge einer nichtkommutativen Designtheorie,"Equiangular lines, mutually unbiased bases, and spin models"
Grundzüge einer nichtkommutativen Designtheorie,Mutually unbiased bases and Hadamard matrices of order six
Grundzüge einer nichtkommutativen Designtheorie,Quantum measurements and finite geometry
Grundzüge einer nichtkommutativen Designtheorie,Construction of all general symmetric informationally complete measurements
Grundzüge einer nichtkommutativen Designtheorie,SICs and algebraic number theory
Grundzüge einer nichtkommutativen Designtheorie,Analysing quantum systems with randomised measurements
Grundzüge einer nichtkommutativen Designtheorie,All mutually unbiased bases in dimensions two to five
Grundzüge einer nichtkommutativen Designtheorie,The role of randomness in quantum state certification with unentangled measurements
Grundzüge einer nichtkommutativen Designtheorie,A Constructive Approach to Zauner's Conjecture via the Stark Conjectures
Grundzüge einer nichtkommutativen Designtheorie,Fibonacci-Lucas SIC-POVMs
Grundzüge einer nichtkommutativen Designtheorie,SIC-POVMs and the Stark conjectures
Grundzüge einer nichtkommutativen Designtheorie,Equioverlapping measurements in qutrit systems
Grundzüge einer nichtkommutativen Designtheorie,Weighted complex projective 2-designs from bases: optimal state determination by orthogonal measurements
Grundzüge einer nichtkommutativen Designtheorie,Three ways to look at mutually unbiased bases
Grundzüge einer nichtkommutativen Designtheorie,Mutually unbiased bases in six dimensions: The four most distant bases
Grundzüge einer nichtkommutativen Designtheorie,Equioverlapping measurements
Grundzüge einer nichtkommutativen Designtheorie,Group representation for quantum theory
Grundzüge einer nichtkommutativen Designtheorie,Generating ray class fields of real quadratic fields via complex equiangular lines
Grundzüge einer nichtkommutativen Designtheorie,Efficient simulation of random quantum states and operators
Grundzüge einer nichtkommutativen Designtheorie,A Kochen–Specker inequality from a SIC
Grundzüge einer nichtkommutativen Designtheorie,A generalized Pauli problem and an infinite family of MUB-triplets in dimension 6
Grundzüge einer nichtkommutativen Designtheorie,A survey of finite algebraic geometrical structures underlying mutually unbiased quantum measurements
Grundzüge einer nichtkommutativen Designtheorie,Optimal measures for p-frame energies on spheres
Grundzüge einer nichtkommutativen Designtheorie,Galois automorphisms of a symmetric measurement
Grundzüge einer nichtkommutativen Designtheorie,"Construction, classification and parametrization of complex Hadamard matrices"
Grundzüge einer nichtkommutativen Designtheorie,Discrete Wigner functions from informationally complete quantum measurements
Grundzüge einer nichtkommutativen Designtheorie,Tomography of quantum states in small dimensions
Grundzüge einer nichtkommutativen Designtheorie,Multicomplementary operators via finite Fourier transform
On the existence of equiangular tight frames,Tables of the existence of equiangular tight frames
On the existence of equiangular tight frames,Introduction to finite frame theory
On the existence of equiangular tight frames,Greed is good: Algorithmic results for sparse approximation
On the existence of equiangular tight frames,Geometry of quantum states: an introduction to quantum entanglement
On the existence of equiangular tight frames,An introduction to finite tight frames
On the existence of equiangular tight frames,Designing structured tight frames via an alternating projection method
On the existence of equiangular tight frames,Problem-dependent power of quantum neural networks on multiclass classification
On the existence of equiangular tight frames,Steiner equiangular tight frames
On the existence of equiangular tight frames,"Deterministic construction of binary, bipolar, and ternary compressed sensing matrices"
On the existence of equiangular tight frames,An introduction to frames
On the existence of equiangular tight frames,Resource-efficient high-dimensional entanglement detection via symmetric projections
On the existence of equiangular tight frames,Constructing packings in Grassmannian manifolds via alternating projection
On the existence of equiangular tight frames,Equioverlapping measurements as extensions of symmetric informationally complete positive operator valued measures
On the existence of equiangular tight frames,Optimized projection matrix for compressive sensing
On the existence of equiangular tight frames,Deterministic sensing matrices arising from near orthogonal systems
On the existence of equiangular tight frames,Feature directions matter: Long-tailed learning via rotated balanced representation
On the existence of equiangular tight frames,Frames and numerical approximation
On the existence of equiangular tight frames,Parametric dictionary design for sparse coding
On the existence of equiangular tight frames,Upper bounds for s-distance sets and equiangular lines
On the existence of equiangular tight frames,压缩感知中确定性测量矩阵构造算法综述
On the existence of equiangular tight frames,Equiangular tight frames from hyperovals
On the existence of equiangular tight frames,"Robust dimension reduction, fusion frames, and Grassmannian packings"
On the existence of equiangular tight frames,Problem-Dependent Power of Quantum Neural Networks on Multi-Class Classification
On the existence of equiangular tight frames,Complex codebooks from combinatorial designs
On the existence of equiangular tight frames,On the construction of equiangular frames from graphs
On the existence of equiangular tight frames,Entropic uncertainty relations from equiangular tight frames and their applications
On the existence of equiangular tight frames,Geometric analysis of nonconvex optimization landscapes for overcomplete learning
On the existence of equiangular tight frames,Adaptive measurement matrix design in direction of arrival estimation
On the existence of equiangular tight frames,Minimization of the probabilistic p-frame potential
On the existence of equiangular tight frames,A pyroshock signal characterization method based on shock-waveform dictionary
On the existence of equiangular tight frames,Hyperspherical Classification with Dynamic Label-to-Prototype Assignment
On the existence of equiangular tight frames,Optimal simplices and codes in projective spaces
On the existence of equiangular tight frames,ISAR image analysis and recovery with unavailable or heavily corrupted data
On the existence of equiangular tight frames,Game of Sloanes: best known packings in complex projective space
On the existence of equiangular tight frames,Equiangular tight frames that contain regular simplices
On the existence of equiangular tight frames,Kirkman equiangular tight frames and codes
On the existence of equiangular tight frames,New bounds for equiangular lines.
On the existence of equiangular tight frames,Finite two-distance tight frames
On the existence of equiangular tight frames,Mini-Batch Optimization of Contrastive Loss
On the existence of equiangular tight frames,Learning dictionaries with bounded self-coherence
On the existence of equiangular tight frames,A tight degree 4 sum-of-squares lower bound for the Sherrington–Kirkpatrick Hamiltonian
On the existence of equiangular tight frames,"Tight frames, Hadamard matrices and Zauner's conjecture"
On the existence of equiangular tight frames,Geometry of the Welch bounds
On the existence of equiangular tight frames,Analysis of Using Sigmoid Loss for Contrastive Learning
On the existence of equiangular tight frames,A novel speech enhancement method by learnable sparse and low-rank decomposition and domain adaptation
On the existence of equiangular tight frames,Equiangular tight frames from Paley tournaments
On the existence of equiangular tight frames,Codebooks from almost difference sets
On the existence of equiangular tight frames,"The Paulsen problem, continuous operator scaling, and smoothed analysis"
On the existence of equiangular tight frames,Algorithms for the construction of incoherent frames under various design constraints
On the existence of equiangular tight frames,A brief introduction to Hilbert space frame theory and its applications
Averaging sets: a generalization of mean values and spherical designs,Analysing quantum systems with randomised measurements
Averaging sets: a generalization of mean values and spherical designs,Approximation theory and harmonic analysis on spheres and balls
Averaging sets: a generalization of mean values and spherical designs,Geometry of quantum states: an introduction to quantum entanglement
Averaging sets: a generalization of mean values and spherical designs,Algebraic combinatorics
Averaging sets: a generalization of mean values and spherical designs,Algebraic combinatorics
Averaging sets: a generalization of mean values and spherical designs,An introduction to finite tight frames
Averaging sets: a generalization of mean values and spherical designs,Universally optimal distribution of points on spheres
Averaging sets: a generalization of mean values and spherical designs,Hilbert-space ergodicity in driven quantum systems: Obstructions and designs
Averaging sets: a generalization of mean values and spherical designs,Evenly distributed unitaries: On the structure of unitary designs
Averaging sets: a generalization of mean values and spherical designs,Low rank matrix recovery from rank one measurements
Averaging sets: a generalization of mean values and spherical designs,Experimentation in mathematics: Computational paths to discovery
Averaging sets: a generalization of mean values and spherical designs,Tight informationally complete quantum measurements
Averaging sets: a generalization of mean values and spherical designs,Self-dual codes and invariant theory
Averaging sets: a generalization of mean values and spherical designs,Sum of even powers of real linear forms
Averaging sets: a generalization of mean values and spherical designs,A survey on spherical designs and algebraic combinatorics on spheres
Averaging sets: a generalization of mean values and spherical designs,Optimal asymptotic bounds for spherical designs
Averaging sets: a generalization of mean values and spherical designs,A new approach to the construction of optimal designs
Averaging sets: a generalization of mean values and spherical designs,Collective randomized measurements in quantum information processing
Averaging sets: a generalization of mean values and spherical designs,"Schur–Weyl duality for the Clifford group with applications: Property testing, a robust Hudson theorem, and de Finetti representations"
Averaging sets: a generalization of mean values and spherical designs,Equidistribution on the sphere
Averaging sets: a generalization of mean values and spherical designs,The distribution of points on the sphere and corresponding cubature formulae
Averaging sets: a generalization of mean values and spherical designs,Distributing many points on spheres: minimal energy and designs
Averaging sets: a generalization of mean values and spherical designs,Continuous-variable quantum state designs: theory and applications
Averaging sets: a generalization of mean values and spherical designs,Efficient spherical designs with good geometric properties
Averaging sets: a generalization of mean values and spherical designs,Characterizing multipartite entanglement with moments of random correlations
Averaging sets: a generalization of mean values and spherical designs,A partial derandomization of phaselift using spherical designs
Averaging sets: a generalization of mean values and spherical designs,Quantum Circuits for Exact Unitary -Designs and Applications to Higher-Order Randomized Benchmarking
Averaging sets: a generalization of mean values and spherical designs,Numerical integration on the sphere
Averaging sets: a generalization of mean values and spherical designs,QMC designs: optimal order quasi Monte Carlo integration schemes on the sphere
Averaging sets: a generalization of mean values and spherical designs,Optimizing quantum process tomography with unitary 2-designs
Averaging sets: a generalization of mean values and spherical designs,Unitary designs and codes
Averaging sets: a generalization of mean values and spherical designs,Reexamination of optimal quantum state estimation of pure states
Averaging sets: a generalization of mean values and spherical designs,The black hole information puzzle and the quantum de Finetti theorem
Averaging sets: a generalization of mean values and spherical designs,Weighted complex projective 2-designs from bases: optimal state determination by orthogonal measurements
Averaging sets: a generalization of mean values and spherical designs,Asymptotic performance of port-based teleportation
Averaging sets: a generalization of mean values and spherical designs,Quadrature on a spherical surface
Averaging sets: a generalization of mean values and spherical designs,The art of signaling: Fifty years of coding theory
Averaging sets: a generalization of mean values and spherical designs,"Group theoretic, Lie algebraic and Jordan algebraic formulations of the SIC existence problem"
Averaging sets: a generalization of mean values and spherical designs,Composite parameterization and Haar measure for all unitary and special unitary groups
Averaging sets: a generalization of mean values and spherical designs,"Orthogonal and nonorthogonal multiresolution analysis, scale discrete and exact fully discrete wavelet transform on the sphere"
Averaging sets: a generalization of mean values and spherical designs,Quantum state estimation and symmetric informationally complete POMs
Averaging sets: a generalization of mean values and spherical designs,Well-separated spherical designs
Averaging sets: a generalization of mean values and spherical designs,Quantum state tomography with fully symmetric measurements and product measurements
Averaging sets: a generalization of mean values and spherical designs,Classical simulation of quantum dephasing and depolarizing noise
Averaging sets: a generalization of mean values and spherical designs,Entropic uncertainty relations from quantum designs
Averaging sets: a generalization of mean values and spherical designs,Entanglement characterization using quantum designs
Averaging sets: a generalization of mean values and spherical designs,Quantum data compression of a qubit ensemble
Averaging sets: a generalization of mean values and spherical designs,Integration and cubature methods: A geomathematically oriented course
Averaging sets: a generalization of mean values and spherical designs,Existence of solutions to systems of underdetermined equations and spherical designs
Averaging sets: a generalization of mean values and spherical designs,Quantifying multiparticle entanglement with randomized measurements
Painless reconstruction from magnitudes of frame coefficients,The SIC question: History and state of play
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval: An overview of recent developments
Painless reconstruction from magnitudes of frame coefficients,Multiwavelet-based operator learning for differential equations
Painless reconstruction from magnitudes of frame coefficients,A geometric analysis of phase retrieval
Painless reconstruction from magnitudes of frame coefficients,Phaselift: Exact and stable signal recovery from magnitude measurements via convex programming
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval via matrix completion
Painless reconstruction from magnitudes of frame coefficients,Solving random quadratic systems of equations is nearly as easy as solving linear systems
Painless reconstruction from magnitudes of frame coefficients,Phase retrieval from coded diffraction patterns
Painless reconstruction from magnitudes of frame coefficients,Scalable semidefinite programming
Painless reconstruction from magnitudes of frame coefficients,Solving random quadratic systems of equations is nearly as easy as solving linear systems
Painless reconstruction from magnitudes of frame coefficients,Saving phase: Injectivity and stability for phase retrieval
Painless reconstruction from magnitudes of frame coefficients,The numerics of phase retrieval
Painless reconstruction from magnitudes of frame coefficients,Low rank matrix recovery from rank one measurements
